tengu_marble_sandcastle	bool	false
tengu_marbled_teal	bool	false
tengu_max_version_config	obj	{}
tengu_mcp_retry_failed_remote	bool	false
tengu_mcp_subagent_prompt	bool	false
tengu_md_artifact_styling	bool	false
tengu_mint_lanes	bool	false
tengu_miraculo_the_bard	bool	false
tengu_moss_anchor	bool	false
tengu_moth_copse	bool	false
tengu_nimble_amber_prose	bool	false
tengu_non_deferrable_builtins	obj	{}
tengu_noreread_q7m_velvet	bool	false
tengu_olive_hinge	str	""
tengu_onyx_plover	obj	{"enabled": false, "minSessions": 3, "remoteEnabled": false,
tengu_orchid_mantis	bool	false
tengu_orchid_mantis_v2	bool	false
tengu_orchid_trellis	bool	false
tengu_osprey_lantern	bool	false
tengu_otk_slot_v1	bool	false
tengu_passport_quail	bool	false
tengu_pewter_brook	bool	false
tengu_pewter_finch	bool	false
tengu_pewter_lantern	bool	false
tengu_plan_artifact	bool	false
tengu_plugin_binary_assets	bool	false
tengu_porch_bell_9f	str	""
tengu_post_compact_survey	bool	false
tengu_prism_ledger	bool	false
tengu_quartz_meadow	bool	false
tengu_quartz_vireo	str	""
tengu_quiet_basalt_echo	bool	false
tengu_quiet_harbor	bool	false
tengu_quiet_reef	bool	false
tengu_quiet_slate_wren	bool	false
tengu_rc_long_turn_nudge	NoneType	null
tengu_react_vulnerability_warning	bool	false
tengu_reactive_compact_remote	bool	false
tengu_read_dedup_killswitch	bool	false
tengu_red_coaster	bool	false
tengu_retire_chat_relay_artifact_backstop	bool	false
tengu_riverbed_lantern	bool	false
tengu_russet_linnet	bool	false
tengu_sage_compass	obj	{}
tengu_salt_marsh	bool	false
tengu_scarf_coffee	bool	false
tengu_scratch	bool	false
tengu_sedge_lantern_holdback	bool	false
tengu_sepia_cormorant	list	[]
tengu_sepia_moth	bool	false
tengu_session_memory	bool	false
tengu_shale_finch	bool	false
tengu_shining_fractals	bool	false
tengu_silent_harbor	bool	false
tengu_silk_almanac	bool	false
tengu_silk_hinge	bool	false
tengu_slate_finch	bool	false
tengu_slate_harbor_experiment	bool	false
tengu_slate_meridian	bool	false
tengu_slate_moth	bool	false
tengu_slate_siskin	obj	{"enabled": false, "summaryLineThreshold": 5, "timeoutMs": 8
tengu_slate_thimble	bool	false
tengu_slate_trellis	bool	false
tengu_slate_wren	bool	false
tengu_snippet_save	bool	false
tengu_sparrow_ledger	bool	false
tengu_startup_notice	str	""
tengu_steady_lantern	bool	false
tengu_tab_read_sep	bool	false
tengu_team_discovery	bool	false
tengu_tense_pond	bool	false
tengu_tool_pear	bool	false
tengu_trace_lantern	bool	false
tengu_tussock_oriole	bool	false
tengu_umber_kestrel	bool	false
tengu_umber_petrel	bool	false
tengu_vellum_lantern	bool	false
tengu_vellum_siding	bool	false
tengu_velvet_hammer	bool	false
tengu_velvet_hammer_fable_5	bool	false
tengu_velvet_hammer_falcon	bool	false
tengu_velvet_hammer_haiku	bool	false
tengu_velvet_hammer_haiku_4_5	bool	false
tengu_velvet_hammer_mythos_5	bool	false
tengu_velvet_hammer_opus	bool	false
tengu_velvet_hammer_opus_4_6	bool	false
tengu_velvet_hammer_sonnet	bool	false
tengu_velvet_hammer_sonnet_4_5	bool	false
tengu_velvet_hammer_sonnet_4_6	bool	false
tengu_velvet_hammer_sonnet_5	bool	false
tengu_velvet_harbor	bool	false
tengu_velvet_ibis	obj	{}
tengu_velvet_mallet	bool	false
tengu_velvet_mallet_fable_5	bool	false
tengu_velvet_mallet_falcon	bool	false
tengu_velvet_mallet_haiku	bool	false
tengu_velvet_mallet_haiku_4_5	bool	false
tengu_velvet_mallet_opus	bool	false
tengu_velvet_mallet_opus_4_6	bool	false
tengu_velvet_mallet_opus_4_7	bool	false
tengu_velvet_mallet_opus_4_8	bool	false
tengu_velvet_mallet_sonnet	bool	false
tengu_velvet_mallet_sonnet_4_5	bool	false
tengu_velvet_tide	bool	false
tengu_vscode_onboarding	bool	false
tengu_vscode_review_upsell	bool	false
tengu_walnut_prism	bool	false
tengu_walrus_canteen	bool	false
tengu_wavy_light	bool	false
tengu_willow_refresh_ttl_hours	int	0
tengu_windows_credman	bool	false
tengu_xq7_marble_zephyr	bool	false
